"cf_id","contact_id","company_name","description","goal","pledged","outcome","backers_count","country","currency","launched_date","end_date","category_id","subcategory_id","contact_id-2","first_name","last_name","email","category_id-2","category","subcategory_id-2","subcategory"
1095,3565,"Young and Sons","Innovative disintermediate encryption","$2,400.00","$4,596.00","successful",144,"US","USD","2020-11-28","2021-02-28","cat9","subcat24",3565,"Leonard","Harvey","leonard.harvey@hotmail.com","cat9","journalism","subcat24","audio"
1067,1640,"Henson PLC","Universal contextually-based knowledgebase","$56,800.00","$173,437.00","successful",2443,"US","USD","2021-07-24","2021-08-08","cat1","subcat1",1640,"Milan","Montenegro","milan.montenegro@langern.com","cat1","food","subcat1","food trucks"
2676,4769,"Garcia Group","Persevering interactive matrix","$191,000.00","$45,831.00","canceled",595,"US","USD","2020-11-07","2021-03-15","cat5","subcat13",4769,"Philip","Perez","philip.perez@hotmail.co.uk","cat5","film & video","subcat13","shorts"
549,3398,"Adams, Walker and Wong","Seamless background framework","$900.00","$6,514.00","successful",64,"US","USD","2020-03-24","2021-02-25","cat8","subcat15",3398,"Kathryn","Hentschel","kathryn.hentschel@shaw.com","cat8","photography","subcat15","photography books"
302,1865,"Hopkins-Browning","Balanced upward-trending productivity","$2,500.00","$13,684.00","successful",268,"US","USD","2020-05-30","2021-06-13","cat3","subcat9",1865,"Xavier","Samson","xavier.samson@baggio.it","cat3","technology","subcat9","wearables"
2758,5690,"Bell, Edwards and Andersen","Centralized clear-thinking solution","$3,200.00","$13,264.00","successful",195,"DK","DKK","2020-10-30","2021-11-15","cat4","subcat4",5690,"Hartwig","Roberts","hartwig.roberts@saraceno.net","cat4","theater","subcat4","plays"
2450,3814,"Morales Group","Optimized bi-directional extranet","$183,800.00","$1,667.00","failed",54,"US","USD","2021-05-21","2022-01-07","cat5","subcat11",3814,"Kimberly","Chan","kimberly.chan@gmail.com","cat5","film & video","subcat11","animation"
2310,2942,"Lucero Group","Intuitive actuating benchmark","$9,800.00","$3,349.00","failed",120,"US","USD","2020-07-14","2021-03-26","cat3","subcat9",2942,"Lorraine","Crawford","lorraine.crawford@gmail.com","cat3","technology","subcat9","wearables"
2185,5095,"Smith, Brown and Davis","Devolved background project","$193,400.00","$46,317.00","failed",579,"DK","DKK","2021-12-27","2022-01-14","cat3","subcat3",5095,"Maximiliano","Knowles","maximiliano.knowles@gmail.com","cat3","technology","subcat3","web"
1929,2878,"Hunt Group","Reverse-engineered executive emulation","$163,800.00","$78,743.00","failed",2072,"US","USD","2021-01-08","2021-04-13","cat5","subcat5",2878,"Gabriella","Avila","gabriella.avila@gmail.com","cat5","film & video","subcat5","documentary"
1823,3697,"Valdez Ltd","Team-oriented clear-thinking matrix","$100.00","$0.00","failed",0,"US","USD","2020-06-17","2021-06-26","cat4","subcat4",3697,"Rico","Mortati","rico.mortati@faivre.fr","cat4","theater","subcat4","plays"
699,4744,"Mccann-Le","Focused coherent methodology","$153,600.00","$107,743.00","failed",1796,"US","USD","2021-02-01","2021-07-20","cat5","subcat5",4744,"Gail","Petrocelli","gail.petrocelli@yahoo.com","cat5","film & video","subcat5","documentary"
1926,2104,"Johnson Inc","Reduced context-sensitive complexity","$1,300.00","$6,889.00","successful",186,"AU","AUD","2020-06-01","2021-03-30","cat7","subcat12",2104,"Liberto","Niemeier","liberto.niemeier@germano-dibiasi.it","cat7","games","subcat12","video games"
2208,4883,"Collins LLC","Decentralized 4thgeneration time-frame","$25,500.00","$45,983.00","successful",460,"US","USD","2021-04-14","2021-12-07","cat5","subcat7",4883,"Luciana","Petitjean","luciana.petitjean@patterson-cole.biz","cat5","film & video","subcat7","drama"
3136,4807,"Smith-Miller","De-engineered cohesive moderator","$7,500.00","$6,924.00","failed",62,"IT","EUR","2021-04-08","2021-05-19","cat2","subcat2",4807,"Ron","Cavazos","ron.cavazos@yahoo.com","cat2","music","subcat2","rock"
1623,1372,"Jensen-Vargas","Ameliorated explicit parallelism","$89,900.00","$12,497.00","failed",347,"US","USD","2020-08-27","2021-04-06","cat6","subcat16",1372,"Aldo","Cibin","aldo.cibin@gmx.de","cat6","publishing","subcat16","radio & podcasts"
277,3666,"Robles, Bell and Gonzalez","Customizable background monitoring","$18,000.00","$166,874.00","successful",2528,"US","USD","2021-08-10","2021-08-16","cat4","subcat4",3666,"Alexandre","Serrano","alexandre.serrano@yahoo.co.uk","cat4","theater","subcat4","plays"
1522,2066,"Turner, Miller and Francis","Compatible well-modulated budgetary management","$2,100.00","$837.00","failed",19,"US","USD","2020-12-26","2021-07-03","cat3","subcat3",2066,"Lori","Fagotto","lori.fagotto@hill-anderson.com","cat3","technology","subcat3","web"
2582,1834,"Roberts Group","Up-sized radical pricing structure","$172,700.00","$193,820.00","successful",3657,"US","USD","2021-01-06","2022-01-04","cat4","subcat4",1834,"Perla","Figueroa","perla.figueroa@live.com","cat4","theater","subcat4","plays"
595,5853,"White LLC","Robust zero-defect project","$168,500.00","$119,510.00","failed",1258,"US","USD","2021-01-01","2022-01-22","cat4","subcat4",5853,"Reginald","Hughes","reginald.hughes@gmail.com","cat4","theater","subcat4","plays"
1060,2219,"Best, Miller and Thomas","Re-engineered mobile task-force","$7,800.00","$9,289.00","successful",131,"AU","AUD","2021-06-06","2021-07-21","cat5","subcat7",2219,"Uriel","Holt","uriel.holt@gmail.com","cat5","film & video","subcat7","drama"
2551,4148,"Smith-Mullins","User-centric intangible neural-net","$147,800.00","$35,498.00","failed",362,"US","USD","2020-12-22","2021-12-21","cat4","subcat4",4148,"Stefano","Lemonnier","stefano.lemonnier@binner.com","cat4","theater","subcat4","plays"
975,4477,"Williams-Walsh","Organized explicit core","$9,100.00","$12,678.00","successful",239,"US","USD","2020-06-26","2021-02-13","cat7","subcat12",4477,"Madeleine","Cooper","madeleine.cooper@poste.it","cat7","games","subcat12","video games"
300,1786,"Harrison, Blackwell and Mendez","Synchronized 6thgeneration adapter","$8,300.00","$3,260.00","canceled",35,"US","USD","2021-07-10","2021-11-02","cat5","subcat20",1786,"Alban","Barbier","alban.barbier@ortiz.org","cat5","film & video","subcat20","television"
1883,3455,"Sanchez, Bradley and Flores","Centralized motivating capacity","$138,700.00","$31,123.00","canceled",528,"CH","CHF","2021-01-30","2021-10-19","cat2","subcat2",3455,"Alfonso","Finetti","alfonso.finetti@quiroz.com","cat2","music","subcat2","rock"
2973,5707,"Cox LLC","Phased 24hour flexibility","$8,600.00","$4,797.00","failed",133,"CA","CAD","2020-10-27","2021-06-27","cat4","subcat4",5707,"Ryan","Kim","ryan.kim@noos.fr","cat4","theater","subcat4","plays"
1831,5470,"Morales-Odonnell","Exclusive 5thgeneration structure","$125,400.00","$53,324.00","failed",846,"US","USD","2020-09-03","2021-02-15","cat6","subcat10",5470,"Augustin","Wohlgemut","augustin.wohlgemut@watson.info","cat6","publishing","subcat10","nonfiction"
3019,3274,"Ramirez LLC","Multi-tiered maximized orchestration","$5,900.00","$6,608.00","successful",78,"US","USD","2021-04-05","2021-06-12","cat1","subcat1",3274,"Rolando","Bibi","rolando.bibi@tin.it","cat1","food","subcat1","food trucks"
1598,4613,"Ramirez Group","Open-architected uniform instruction set","$8,800.00","$622.00","failed",10,"US","USD","2020-12-12","2021-06-28","cat5","subcat11",4613,"Berthold","Randall","berthold.randall@mcdonald.com","cat5","film & video","subcat11","animation"
1898,4465,"Marsh-Coleman","Exclusive asymmetric analyzer","$177,700.00","$180,802.00","successful",1773,"US","USD","2020-09-25","2021-03-23","cat2","subcat2",4465,"Genaro","Briand","genaro.briand@sfr.fr","cat2","music","subcat2","rock"
944,1652,"Frederick, Jenkins and Collins","Organic radical collaboration","$800.00","$3,406.00","successful",32,"US","USD","2020-08-13","2021-05-22","cat4","subcat4",1652,"Rudolf","Jenkins","rudolf.jenkins@hotmail.com","cat4","theater","subcat4","plays"
2775,2100,"Wilson Ltd","Function-based multi-state software","$7,600.00","$11,061.00","successful",369,"US","USD","2021-04-01","2021-11-07","cat5","subcat7",2100,"Pauline","Ackermann","pauline.ackermann@arredondo-roque.com","cat5","film & video","subcat7","drama"
76,3259,"Parker, Haley and Foster","Adaptive local task-force","$2,700.00","$9,967.00","successful",144,"US","USD","2020-06-25","2021-05-27","cat1","subcat1",3259,"Pierangelo","Scholtz","pierangelo.scholtz@lefevre.com","cat1","food","subcat1","food trucks"
2021,4321,"Cline, Peterson and Lowery","Innovative static budgetary management","$50,500.00","$16,389.00","failed",191,"US","USD","2021-03-12","2021-10-24","cat5","subcat13",4321,"Folker","Swanson","folker.swanson@rodrigues.fr","cat5","film & video","subcat13","shorts"
1473,4168,"Underwood, James and Jones","Triple-buffered holistic ability","$900.00","$6,303.00","successful",89,"US","USD","2020-08-02","2021-03-16","cat5","subcat13",4168,"Ashleigh","Montez","ashleigh.montez@perry-schneider.com","cat5","film & video","subcat13","shorts"
353,3733,"Johnson-Contreras","Diverse scalable superstructure","$96,700.00","$81,136.00","failed",1979,"US","USD","2020-06-15","2021-05-29","cat4","subcat4",3733,"Liliana","Barber","liliana.barber@libero.it","cat4","theater","subcat4","plays"
400,2594,"Greene, Lloyd and Sims","Balanced leadingedge data-warehouse","$2,100.00","$1,768.00","failed",63,"US","USD","2021-05-01","2021-09-02","cat3","subcat9",2594,"Caridad","Carr","caridad.carr@huhn.com","cat3","technology","subcat9","wearables"
930,3909,"Smith-Sparks","Digitized bandwidth-monitored open architecture","$8,300.00","$12,944.00","successful",147,"US","USD","2021-09-20","2021-09-27","cat4","subcat4",3909,"Lolita","Borrego","lolita.borrego@gmail.com","cat4","theater","subcat4","plays"
1281,5179,"Rosario-Smith","Enterprise-wide intermediate portal","$189,200.00","$188,480.00","failed",6080,"CA","CAD","2021-05-16","2021-07-22","cat5","subcat11",5179,"Gunar","Patrick","gunar.patrick@leroy.com","cat5","film & video","subcat11","animation"
726,2228,"Avila, Ford and Welch","Focused leadingedge matrix","$9,000.00","$7,227.00","failed",80,"GB","GBP","2020-05-24","2021-05-26","cat2","subcat8",2228,"Leokadia","Verdier","leokadia.verdier@hotmail.com.au","cat2","music","subcat8","indie rock"
2177,6222,"Gallegos Inc","Seamless logistical encryption","$5,100.00","$574.00","failed",9,"US","USD","2020-04-29","2021-04-04","cat7","subcat12",6222,"Hanna","Reid","hanna.reid@salas.org","cat7","games","subcat12","video games"
1652,2354,"Morrow, Santiago and Soto","Stand-alone human-resource workforce","$105,000.00","$96,328.00","failed",1784,"US","USD","2021-05-05","2021-05-26","cat6","subcat14",2354,"Edelgard","Kreusel","edelgard.kreusel@hotmail.com","cat6","publishing","subcat14","fiction"
65,1725,"Berry-Richardson","Automated zero tolerance implementation","$186,700.00","$178,338.00","live",3640,"CH","CHF","2020-05-28","2021-05-29","cat7","subcat12",1725,"Svenja","Perrin","svenja.perrin@berger.com","cat7","games","subcat12","video games"
911,2960,"Cordova-Torres","Pre-emptive grid-enabled contingency","$1,600.00","$8,046.00","successful",126,"CA","CAD","2021-01-25","2021-02-05","cat4","subcat4",2960,"Pierluigi","Taccola","pierluigi.taccola@gmx.de","cat4","theater","subcat4","plays"
2082,2077,"Holt, Bernard and Johnson","Multi-lateral didactic encoding","$115,600.00","$184,086.00","successful",2218,"GB","GBP","2021-01-04","2021-04-11","cat2","subcat8",2077,"Cilli","Watts","cilli.watts@yahoo.com","cat2","music","subcat8","indie rock"
458,5662,"Clark, Mccormick and Mendoza","Self-enabling didactic orchestration","$89,100.00","$13,385.00","failed",243,"US","USD","2021-05-23","2021-06-25","cat5","subcat7",5662,"Emiliano","Wells","emiliano.wells@gmx.de","cat5","film & video","subcat7","drama"
1085,3481,"Garrison LLC","Profit-focused 24/7 data-warehouse","$2,600.00","$12,533.00","successful",202,"IT","EUR","2021-01-28","2022-01-02","cat4","subcat4",3481,"April","Davids","april.davids@fisher.info","cat4","theater","subcat4","plays"
1451,2565,"Shannon-Olson","Enhanced methodical middleware","$9,800.00","$14,697.00","successful",140,"IT","EUR","2020-10-14","2021-05-30","cat6","subcat14",2565,"Dolores","Didier","dolores.didier@yahoo.com.au","cat6","publishing","subcat14","fiction"
1068,4436,"Murillo-Mcfarland","Synchronized client-driven projection","$84,400.00","$98,935.00","successful",1052,"DK","DKK","2020-10-10","2021-04-18","cat5","subcat5",4436,"Sylvia","Bonomo","sylvia.bonomo@poulain.com","cat5","film & video","subcat5","documentary"
241,5072,"Young, Gilbert and Escobar","Networked didactic time-frame","$151,300.00","$57,034.00","failed",1296,"US","USD","2020-10-11","2021-06-07","cat7","subcat21",5072,"Nelly","Marsh","nelly.marsh@hotmail.it","cat7","games","subcat21","mobile games"
2654,5200,"Thomas, Welch and Santana","Assimilated exuding toolset","$9,800.00","$7,120.00","failed",77,"US","USD","2021-01-13","2021-05-05","cat1","subcat1",5200,"Beth","Miniati","beth.miniati@hudson.net","cat1","food","subcat1","food trucks"
159,4502,"Brown-Pena","Front-line client-server secured line","$5,300.00","$14,097.00","successful",247,"US","USD","2020-03-08","2021-02-26","cat8","subcat15",4502,"Renee","Merino","renee.merino@gmail.com","cat8","photography","subcat15","photography books"
1010,4945,"Holder, Caldwell and Vance","Polarized systemic Internet solution","$178,000.00","$43,086.00","failed",395,"IT","EUR","2020-09-17","2021-05-25","cat7","subcat21",4945,"Hailey","Russell","hailey.russell@jourdan.org","cat7","games","subcat21","mobile games"
1807,3012,"Harrison-Bridges","Profit-focused exuding moderator","$77,000.00","$1,930.00","failed",49,"GB","GBP","2021-03-04","2021-09-21","cat2","subcat8",3012,"Raphaela","Gotthard","raphaela.gotthard@outlook.com","cat2","music","subcat8","indie rock"
1135,6094,"Johnson, Murphy and Peterson","Cross-group high-level moderator","$84,900.00","$13,864.00","failed",180,"US","USD","2021-01-28","2021-08-11","cat7","subcat12",6094,"Pomponio","Comencini","pomponio.comencini@hotmail.co.uk","cat7","games","subcat12","video games"
1859,3815,"Taylor Inc","Public-key 3rdgeneration system engine","$2,800.00","$7,742.00","successful",84,"US","USD","2020-08-02","2021-05-24","cat2","subcat2",3815,"Leone","Richardson","leone.richardson@yahoo.com","cat2","music","subcat2","rock"
1265,4838,"Deleon and Sons","Organized value-added access","$184,800.00","$164,109.00","failed",2690,"US","USD","2021-01-11","2021-12-28","cat4","subcat4",4838,"Valentine","Acosta","valentine.acosta@peters.net","cat4","theater","subcat4","plays"
2648,3469,"Benjamin, Paul and Ferguson","Cloned global Graphical User Interface","$4,200.00","$6,870.00","successful",88,"US","USD","2020-12-17","2021-08-09","cat4","subcat4",3469,"Ricciotti","Laureano","ricciotti.laureano@parsons.com","cat4","theater","subcat4","plays"
141,4874,"Hardin-Dixon","Focused solution-oriented matrix","$1,300.00","$12,597.00","successful",156,"US","USD","2021-06-20","2022-01-31","cat5","subcat7",4874,"Jacques","Heidrich","jacques.heidrich@zamudio-chapa.com","cat5","film & video","subcat7","drama"
1944,1792,"York-Pitts","Monitored discrete toolset","$66,100.00","$179,074.00","successful",2985,"US","USD","2021-10-19","2022-02-23","cat4","subcat4",1792,"Anne","Snow","anne.snow@gmail.com","cat4","theater","subcat4","plays"
3187,4356,"Jarvis and Sons","Business-focused intermediate system engine","$29,500.00","$83,843.00","successful",762,"US","USD","2021-05-21","2021-07-20","cat3","subcat9",4356,"Sonia","Volta","sonia.volta@gmx.de","cat3","technology","subcat9","wearables"
1436,6196,"Morrison-Henderson","De-engineered disintermediate encoding","$100.00","$4.00","canceled",1,"CH","CHF","2021-06-18","2021-11-12","cat2","subcat8",6196,"Dale","Leblanc","dale.leblanc@stewart.com","cat2","music","subcat8","indie rock"
1384,3578,"Martin-James","Streamlined upward-trending analyzer","$180,100.00","$105,598.00","failed",2779,"AU","AUD","2021-01-11","2021-03-30","cat3","subcat3",3578,"Alejandro","Cruz","alejandro.cruz@hotmail.com","cat3","technology","subcat3","web"
2446,4491,"Mercer, Solomon and Singleton","Distributed human-resource policy","$9,000.00","$8,866.00","failed",92,"US","USD","2020-12-04","2021-05-27","cat4","subcat4",4491,"Elsa","Cugia","elsa.cugia@yahoo.com","cat4","theater","subcat4","plays"
2215,3054,"Dougherty, Austin and Mills","De-engineered 5thgeneration contingency","$170,600.00","$75,022.00","failed",1028,"US","USD","2020-12-11","2021-05-26","cat2","subcat2",3054,"Geronimo","Pechel","geronimo.pechel@hotmail.com","cat2","music","subcat2","rock"
2704,1968,"Ritter PLC","Multi-channeled upward-trending application","$9,500.00","$14,408.00","successful",554,"CA","CAD","2020-12-25","2021-07-12","cat2","subcat8",1968,"Melania","Klemm","melania.klemm@seidel.com","cat2","music","subcat8","indie rock"
2470,5869,"Anderson Group","Organic maximized database","$6,300.00","$14,089.00","successful",135,"DK","DKK","2020-05-09","2021-05-01","cat2","subcat2",5869,"Katherine","Cooley","katherine.cooley@yahoo.com","cat2","music","subcat2","rock"
1056,5858,"Smith and Sons","Grass-roots 24/7 attitude","$5,200.00","$12,467.00","successful",122,"US","USD","2020-04-01","2021-03-01","cat6","subcat19",5858,"Guillermo","Larsen","guillermo.larsen@yahoo.com","cat6","publishing","subcat19","translations"
1278,5203,"Lam-Hamilton","Team-oriented global strategy","$6,000.00","$11,960.00","successful",221,"US","USD","2021-06-14","2021-08-18","cat5","subcat23",5203,"Jill","Barrios","jill.barrios@gmail.com","cat5","film & video","subcat23","science fiction"
2987,2577,"Ho Ltd","Enhanced client-driven capacity","$5,800.00","$7,966.00","successful",126,"US","USD","2020-08-03","2021-03-30","cat4","subcat4",2577,"Austin","Musatti","austin.musatti@tin.it","cat4","theater","subcat4","plays"
417,3216,"Brown, Estrada and Jensen","Exclusive systematic productivity","$105,300.00","$106,321.00","successful",1022,"US","USD","2020-09-19","2021-05-22","cat4","subcat4",3216,"Jacinto","Rose","jacinto.rose@yahoo.com","cat4","theater","subcat4","plays"
670,2037,"Hunt LLC","Re-engineered radical policy","$20,000.00","$158,832.00","successful",3177,"US","USD","2021-06-21","2022-02-07","cat5","subcat11",2037,"Lucie","Redi","lucie.redi@googlemail.com","cat5","film & video","subcat11","animation"
1427,3867,"Fowler-Smith","Down-sized logistical adapter","$3,000.00","$11,091.00","successful",198,"CH","CHF","2021-03-03","2021-11-19","cat4","subcat4",3867,"Tania","Chapman","tania.chapman@remy.com","cat4","theater","subcat4","plays"
2918,5109,"Blair Inc","Configurable bandwidth-monitored throughput","$9,900.00","$1,269.00","failed",26,"CH","CHF","2021-02-05","2021-11-04","cat2","subcat2",5109,"Alexandria","Best","alexandria.best@yahoo.co.uk","cat2","music","subcat2","rock"
306,1376,"Kelley, Stanton and Sanchez","Optional tangible pricing structure","$3,700.00","$5,107.00","successful",85,"AU","AUD","2021-03-29","2021-09-29","cat5","subcat5",1376,"Edward","Scott","edward.scott@yahoo.com","cat5","film & video","subcat5","documentary"
1714,5260,"Hernandez-Macdonald","Organic high-level implementation","$168,700.00","$141,393.00","failed",1790,"US","USD","2020-04-27","2021-05-18","cat4","subcat4",5260,"Jake","Wiley","jake.wiley@outlook.com","cat4","theater","subcat4","plays"
1354,2350,"Joseph LLC","Decentralized logistical collaboration","$94,900.00","$194,166.00","successful",3596,"US","USD","2021-01-20","2021-05-11","cat4","subcat4",2350,"Claudio","Reuter","claudio.reuter@morgan-collins.org.au","cat4","theater","subcat4","plays"
810,2269,"Webb-Smith","Advanced content-based installation","$9,300.00","$4,124.00","failed",37,"US","USD","2021-09-04","2021-11-29","cat2","subcat6",2269,"Laure","Traetta","laure.traetta@kay-perkins.co.uk","cat2","music","subcat6","electric music"
304,3650,"Johns PLC","Distributed high-level open architecture","$6,800.00","$14,865.00","successful",244,"US","USD","2020-11-01","2021-06-12","cat2","subcat2",3650,"Magarete","Valentin","magarete.valentin@yahoo.com","cat2","music","subcat2","rock"
752,3934,"Hardin-Foley","Synergized zero tolerance help-desk","$72,400.00","$134,688.00","successful",5180,"US","USD","2020-06-21","2021-05-21","cat4","subcat4",3934,"Paige","Hill","paige.hill@jones.org.au","cat4","theater","subcat4","plays"
2254,4048,"Fischer, Fowler and Arnold","Extended multi-tasking definition","$20,100.00","$47,705.00","successful",589,"IT","EUR","2021-06-08","2022-01-21","cat5","subcat11",4048,"Fulvio","Curiel","fulvio.curiel@reynolds.com","cat5","film & video","subcat11","animation"
1654,4266,"Martinez-Juarez","Realigned uniform knowledge user","$31,200.00","$95,364.00","successful",2725,"US","USD","2021-06-07","2021-10-31","cat2","subcat2",4266,"Thibaut","Camarillo","thibaut.camarillo@hotmail.com","cat2","music","subcat2","rock"
2729,3863,"Wilson and Sons","Monitored grid-enabled model","$3,500.00","$3,295.00","failed",35,"IT","EUR","2021-05-16","2021-10-11","cat5","subcat13",3863,"Romana","Blanchard","romana.blanchard@googlemail.com","cat5","film & video","subcat13","shorts"
913,4922,"Clements Group","Assimilated actuating policy","$9,000.00","$4,896.00","canceled",94,"US","USD","2021-02-10","2021-04-08","cat2","subcat2",4922,"Thibault","Savorgnan","thibault.savorgnan@butler.biz","cat2","music","subcat2","rock"
1388,4517,"Valenzuela-Cook","Total incremental productivity","$6,700.00","$7,496.00","successful",300,"US","USD","2021-01-04","2021-10-04","cat9","subcat24",4517,"Alexander","Pausini","alexander.pausini@gonzalez.info","cat9","journalism","subcat24","audio"
1172,3123,"Fuentes LLC","Universal zero-defect concept","$83,300.00","$52,421.00","failed",558,"US","USD","2021-04-09","2021-11-29","cat4","subcat4",3123,"Emmanuelle","Keller","emmanuelle.keller@morton-clarke.com","cat4","theater","subcat4","plays"
2579,3870,"Moran and Sons","Object-based bottom-line superstructure","$9,700.00","$6,298.00","failed",64,"US","USD","2021-05-10","2021-06-30","cat4","subcat4",3870,"Isabella","Deleon","isabella.deleon@web.de","cat4","theater","subcat4","plays"
2371,2996,"Stevens Inc","Adaptive 24hour projection","$8,200.00","$1,546.00","canceled",37,"US","USD","2021-10-08","2021-11-27","cat2","subcat18",2996,"Timothy","Weitzel","timothy.weitzel@gmail.com","cat2","music","subcat18","jazz"
359,2993,"Martinez-Johnson","Sharable radical toolset","$96,500.00","$16,168.00","failed",245,"US","USD","2021-04-29","2021-12-14","cat5","subcat23",2993,"Alfredo","Ingram","alfredo.ingram@hotmail.com","cat5","film & video","subcat23","science fiction"
1423,4556,"Franklin Inc","Focused multimedia knowledgebase","$6,200.00","$6,269.00","successful",87,"US","USD","2020-05-01","2021-04-13","cat2","subcat18",4556,"Francesca","Kade","francesca.kade@luna-rael.org","cat2","music","subcat18","jazz"
2239,2326,"Perez PLC","Seamless 6thgeneration extranet","$43,800.00","$149,578.00","successful",3116,"US","USD","2020-06-28","2021-06-05","cat4","subcat4",2326,"Tonia","Coleman","tonia.coleman@hotmail.com","cat4","theater","subcat4","plays"
1835,4109,"Sanchez, Cross and Savage","Sharable mobile knowledgebase","$6,000.00","$3,841.00","failed",71,"US","USD","2021-02-15","2021-05-05","cat3","subcat3",4109,"Gottfried","Barbe","gottfried.barbe@hotmail.com","cat3","technology","subcat3","web"
2097,5739,"Pineda Ltd","Cross-group global system engine","$8,700.00","$4,531.00","failed",42,"US","USD","2020-08-11","2021-10-08","cat7","subcat12",5739,"Jeffrey","Trommler","jeffrey.trommler@yahoo.com","cat7","games","subcat12","video games"
1165,5887,"Powell and Sons","Centralized clear-thinking conglomeration","$18,900.00","$60,934.00","successful",909,"US","USD","2020-10-17","2021-07-31","cat5","subcat5",5887,"Giacobbe","Owens","giacobbe.owens@huet.fr","cat5","film & video","subcat5","documentary"
1368,1651,"Nunez-Richards","De-engineered cohesive system engine","$86,400.00","$103,255.00","successful",1613,"US","USD","2020-10-12","2021-10-21","cat3","subcat3",1651,"Conchita","Pagliaro","conchita.pagliaro@googlemail.com","cat3","technology","subcat3","web"
2331,1628,"Pugh LLC","Reactive analyzing function","$8,900.00","$13,065.00","successful",136,"US","USD","2020-08-15","2021-07-04","cat6","subcat19",1628,"Kevin","Delahaye","kevin.delahaye@ellis-wilson.com","cat6","publishing","subcat19","translations"
3145,2642,"Rowe-Wong","Robust hybrid budgetary management","$700.00","$6,654.00","successful",130,"US","USD","2021-07-16","2021-12-17","cat2","subcat2",2642,"Rouven","Ovadia","rouven.ovadia@gmail.com","cat2","music","subcat2","rock"
2313,6020,"Williams-Santos","Open-source analyzing monitoring","$9,400.00","$6,852.00","failed",156,"CA","CAD","2021-01-15","2021-04-08","cat1","subcat1",6020,"Piermaria","Laporte","piermaria.laporte@wesack.com","cat1","food","subcat1","food trucks"
251,4747,"Weber Inc","Up-sized discrete firmware","$157,600.00","$124,517.00","failed",1368,"GB","GBP","2021-01-13","2021-11-02","cat4","subcat4",4747,"Karolin","Johann","karolin.johann@hotmail.com","cat4","theater","subcat4","plays"
1956,5534,"Avery, Brown and Parker","Exclusive intangible extranet","$7,900.00","$5,113.00","failed",102,"US","USD","2020-08-11","2021-06-25","cat5","subcat5",5534,"Steven","Folliero","steven.folliero@noos.fr","cat5","film & video","subcat5","documentary"
1575,4790,"Cox Group","Synergized analyzing process improvement","$7,100.00","$5,824.00","failed",86,"AU","AUD","2021-01-20","2021-04-29","cat6","subcat16",4790,"Livio","Rosselli","livio.rosselli@green.co.uk","cat6","publishing","subcat16","radio & podcasts"
1917,4632,"Jensen LLC","Realigned dedicated system engine","$600.00","$6,226.00","successful",102,"US","USD","2020-10-27","2021-09-11","cat7","subcat12",4632,"Gaetano","Leonardi","gaetano.leonardi@despacho.com","cat7","games","subcat12","video games"
2447,1952,"Brown Inc","Object-based bandwidth-monitored concept","$156,800.00","$20,243.00","failed",253,"US","USD","2021-09-19","2021-12-04","cat4","subcat4",1952,"Cynthia","Robinson","cynthia.robinson@gilles.net","cat4","theater","subcat4","plays"
1813,4388,"Hale-Hayes","Ameliorated client-driven open system","$121,600.00","$188,288.00","successful",4006,"US","USD","2021-01-05","2021-11-27","cat5","subcat11",4388,"Eleni","Aponte","eleni.aponte@club-internet.fr","cat5","film & video","subcat11","animation"
367,5529,"Mcbride PLC","Upgradable leadingedge Local Area Network","$157,300.00","$11,167.00","failed",157,"US","USD","2020-10-18","2021-02-25","cat4","subcat4",5529,"Noelia","Romo","noelia.romo@yahoo.com","cat4","theater","subcat4","plays"
1803,1316,"Harris-Jennings","Customizable intermediate data-warehouse","$70,300.00","$146,595.00","successful",1629,"US","USD","2021-05-01","2021-09-16","cat4","subcat4",1316,"Evelyn","Haynes","evelyn.haynes@clark.info","cat4","theater","subcat4","plays"
284,1670,"Becker-Scott","Managed optimizing archive","$7,900.00","$7,875.00","failed",183,"US","USD","2021-12-23","2021-12-26","cat5","subcat7",1670,"Katharine","Zaccagnini","katharine.zaccagnini@hotmail.com","cat5","film & video","subcat7","drama"
2603,4909,"Todd, Freeman and Henry","Diverse systematic projection","$73,800.00","$148,779.00","successful",2188,"US","USD","2020-10-17","2021-06-01","cat4","subcat4",4909,"Lea","Merle","lea.merle@stey.de","cat4","theater","subcat4","plays"
653,3401,"Martinez, Garza and Young","Up-sized web-enabled info-mediaries","$108,500.00","$175,868.00","successful",2409,"IT","EUR","2021-01-06","2021-10-27","cat2","subcat2",3401,"Marta","Huynh","marta.huynh@hernandez.info","cat2","music","subcat2","rock"
1131,4619,"Smith-Ramos","Persevering optimizing Graphical User Interface","$140,300.00","$5,112.00","failed",82,"DK","DKK","2020-09-20","2021-06-27","cat5","subcat5",4619,"Amador","Riley","amador.riley@hotmail.com","cat5","film & video","subcat5","documentary"
349,4722,"Brown-George","Cross-platform tertiary array","$100.00","$5.00","failed",1,"GB","GBP","2021-04-20","2021-06-30","cat1","subcat1",4722,"Julie","Coles","julie.coles@hotmail.fr","cat1","food","subcat1","food trucks"
2509,2188,"Waters and Sons","Inverse neutral structure","$6,300.00","$13,018.00","successful",194,"US","USD","2021-08-12","2022-01-16","cat3","subcat9",2188,"Beverley","Telesio","beverley.telesio@regnier.fr","cat3","technology","subcat9","wearables"
